nxpi	1413447
itub	1132597
sre	1032208
ftnt	1262039
pdd	1737806
ecl	31462
bce	718940
lhx	202058
rop	882835
hmc	715153
ctsh	1058290
njdcy	1158967
vmw	1124610
mpc	1510295
smfg	1022837
orly	898173
aep	4904
gld	1222333
crwd	1535527
tak	1395064
adm	7084
snps	883241
adsk	769397
dow	1751788
coin	1679788
khc	1637459
jci	833444
vod	839923
su	311337
aph	820313
payx	723531
lyg	1160106
mck	927653
idxx	874716
trv	86312
dxcm	1093557
ifnny	1107457
cmg	1058090
pru	1137774
abev	1565025
wit	1123799
bk	1390777
tel	1385157
spg	1063761
ddog	1561550
gold	756894
iqv	1478242
hsy	47111
cdns	813672
exc	1109357
hlt	1585689
mchp	827054
rsg	1060391
stz	16918
afl	4977
mnst	865752
msci	1408198
wba	1618921
ctas	723254
kr	56873
syy	96021
a	1090872
kmb	55785
carr	1783180
lcid	1811210
ctva	1755672
bntx	1776985
bbd	1160330
azo	866787
well	766704
ing	1039765
kmi	1506307
bax	10456
lulu	1397187
mfc	1086888
puk	1116578
dd	1666700
dlr	1297996
msi	68505
bbva	842180
dvn	1090012
anet	1596532
bcs	312069
gpn	1123360
nue	73309
dell	1571996
wmb	107263
gfs	1709048
stm	932787
gis	40704
danoy	1048515
rmd	943819
o	726728
xel	72903
net	1477333
alc	1167379
all	899051
tt	1466258
hpq	47217
rivn	1874178
odfl	878927
ph	76334
expgy	1376891
apo	1858681
tdg	1260221
vlo	1035002
wcn	1318220
ec	1444406
sbac	1034054
iau	1278680
ea	712515
dnbby	1498632
tu	868675
mfg	1335730
yum	1041061
ebay	1065088
dltr	935703
lyb	1489393
cht	1132924
crh	849395
nu	1691493
avb	915912
peg	788784
ajg	354190
psx	1534701
kkr	1404912
trow	1113169
cpng	1834584
ttd	1671933
amp	820027
algn	1097149
eqr	906107
codyy	1012037
dfs	1393612
zm	1585521
sivb	719739
dash	1792789
fast	815556
arzgy	1379235
vrsk	1442145
rost	745732
lng	3570
mplx	1552000
otis	1781335
slf	1097362
iff	51253
ferg	1832433
stt	93751
glw	24741
tsn	100493
hal	45012
mtd	1037646
fitb	35527
nwg	844150
ed	1047862
vwdry	1330306
abc	1140859
et	1276187
rok	1024478
clpby	1294325
tlk	1001807
pcar	75362
oran	1038143
aptv	1521332
cve	1475260
bf-a	14693
ame	1037868
ppg	79879
hcmly	948696
cbre	1138118
bkr	1701605
eric	717826
frc	1132979
cprt	900075
wec	783325
biib	875045
zs	1713683
baesy	895564
hes	4447
nok	924613
are	1035443
wst	105770
nio	1736541
fnv	1456346
lgfry	1554394
imo	49938
twtr	1418091
oke	1039684
dhi	882184
wy	106535
bll	9389
veev	1393052
ndaq	1120193
cmi	26172
efx	33185
mt	1243429
expe	1324424
es	72741
fmx	1061736
keys	1601046
caixy	1535628
awk	1410636
lvs	1300514
rweoy	939380
wegzy	1445166
dia	1041130
tscdy	885834
poahy	1450346
phg	313216
cern	804753
rci	733099
mdy	936958
u	1810806
len	920760
ckhuy	1637120
anss	1013462
ibkr	1381197
mtch	891103
hrl	48465
rblx	1315098
twlo	1447669
tef	814052
spot	1639920
gwlif	850918
tsco	916365
pcg	1004980
lh	920148
exr	1289490
on	1097864
sgen	1060736
ppery	1461748
li	1791706
mkc	63754
gww	277135
db	1159508
zbh	1136869
luv	92380
eix	827052
fe	1031296
uri	1067701
caj	16988
okta	1660134
siri	908937
lyv	1335258
mdb	1441816
dte	936340
pltr	1321655
csgp	1057352
lbrda	1611983
swk	93556
enph	1463101
mgddy	896076
vmc	1396009
invh	1687229
chd	313927
fang	1539838
sauhy	1451279
maa	912595
hznp	1492426
ntrs	73124
gmab	1434265
cvna	1690820
bby	764478
hig	874766
cdw	1402057
mlm	916076
it	749251
dal	27904
vtr	740260
ix	1070304
anyyy	1700171
cqp	1383650
umc	1033767
ste	1757898
zi	1794515
mtb	36270
alb	915913
vrsn	1014473
aee	1002910
fts	1666175
xpev	1810997
jbht	728535
ccep	1650107
mos	1285785
dov	29905
pki	31791
vfc	103379
key	91576
grmn	1121788
zbra	877212
hban	49196
ess	920522
ccl	815097
clr	732834
foxa	1754301
etr	65984
rf	1281761
hubs	1404655
swks	4127
ftv	1659166
hpe	1645590
rjf	720005
bill	1786352
wpm	1323404
ttm	926042
sqm	909037
avtr	1722482
cinf	20286
cnhi	1567094
dre	783280
cfg	759944
lnngy	1447629
rkt	1805284
ulta	1403568
k	55067
mpwr	1280452
teck	886986
sui	912593
ir	1699150
coo	711404
cuk	1125259
payc	1590955
zto	1677250
tw	1758730
stx	1137789
syf	1601712
tdy	1094285
wat	1000697
ryaay	1038683
ppl	922224
ctra	858470
gib	1061574
imbby	1072670
bgne	1651308
fms	1333141
tru	1552033
ssnc	1402436
pba	1546066
cf	1324404
moh	1179929
app	1751008
mgm	789570
ter	97210
gnrc	1474735
alny	1178670
bxp	1037540
splk	1353283
elp	1041792
cms	811156
mkl	1096343
flt	1175454
bro	79282
iclr	1060955
ntap	1002047
sbny	1288784
cs	1159510
rcl	884887
pool	945841
bip	1406234
hei	46619
kb	1445930
akam	1086222
wmg	1319161
holx	859737
pfg	1126328
yumc	1673358
mga	749098
chkp	1015922
cnp	1130310
entg	1101302
qsr	1618756
gpc	40987
ctlt	1596783
ptaiy	1455967
omc	29989
pkx	889132
snmry	1437771
etsy	1370637
mro	101778
expd	746515
peak	765880
acgl	947484
pwr	1050915
j	52988
amcr	1748790
dgx	1022079
udr	74208
br	1383312
wab	943452
trmb	864749
chwy	1766502
xp	1787425
vici	1705696
agr	1634997
viv	1066119
ip	51434
tyl	860731
docu	1261333
ttwo	946581
nvr	906163
bio	12208
podd	1145197
cpt	906345
ui	1511737
rprx	1802768
czr	1590895
tech	842023
aci	1646972
dri	940944
xm	1747748
car	723612
rol	84839
cg	1527166
wrb	11544
kmx	1170010
lsxma	1560385
dish	1001082
txt	217346
sedg	1419612
shg	1263043
ts	1190723
suz	909327
fmc	37785
incy	879169
clx	21076
tfx	96943
cck	1219601
pins	1506293
aa	1675149
l	60086
fds	1013237
roku	1428439
wpp	806968
stld	1022671
cah	721371
pubgy	1050952
asx	1122411
znh	1041668
atasy	1437775
xyl	1524472
argx	1697862
wlk	1262823
aes	874761
ach	1161611
lu	1816007
ce	1306830
trgp	1389170
epam	1352010
jhx	1159152
cag	23217
lnt	352541
smpny	1669414
ally	40729
wdc	106040
ato	731802
tsgty	939383
sjr	932872
nlok	849399
iex	832101
path	1734722
evrg	1711269
aem	2809
hwm	4281
ssl	314590
dpz	1286681
wpc	1025378
pkg	75677
bg	1144519
plug	1093691
bmrn	1048477
bldr	1316835
kim	879101
iep	813762
ldos	1336920
snn	845982
emn	915389
irm	1020569
ipg	51644
gfi	1172724
tcom	1269238
qrvo	1604778
crl	1100682
lpla	1397911
icl	941221
avy	8818
grab	1855612
sjm	91419
zen	1463172
ben	38777
fnf	1331875
prdsy	1527249
abmd	815094
els	895417
mas	62996
gshn	1639327
lbtya	1570585
vivhy	1127055
clf	764065
nmr	1163653
jkhy	779152
lkq	1065696
nice	1003935
chrw	1043277
zg	1617640
mktx	1278021
hst	1070750
bap	1001290
zshgy	1495686
ual	100517
aer	1378789
burl	1579298
nwsa	1564708
ares	1176948
ndsn	72331
rhi	315213
fico	814547
amh	1562401
kep	887225
ptc	857005
csl	790051
aap	1158449
cna	21175
cpb	16732
lyft	1759509
vtrs	1792044
gddy	1609711
frfhf	915191
ihg	858446
disca	1437107
eqh	1333986
cea	1030475
cboe	1374310
sbsw	1786909
ctxs	877890
elan	1739104
enia	912505
wrk	1732845
bntgy	1533945
bbwi	701985
w	1616707
jxhly	1487533
fhn	36966
didi	1764757
cgnx	851205
lnvgy	932477
rkuny	1294591
ovv	1792580
cma	28412
has	46080
dt	1773383
emraf	1127248
logi	1032975
ffiv	1048695
uhal	4457
wtrg	78128
mpw	1287865
dar	916540
hsic	1000228
afg	1042046
wolf	895419
phm	822416
uhs	352915
ggg	42888
rs	861884
jll	1037976
lnc	59558
morn	1289419
whr	106640
ni	1111711
fbhs	1519751
wsm	719955
wso	105016
cone	1553023
swmay	1011218
otex	1002638
reg	910606
lnegy	1437041
dva	927066
lamr	1090425
ewbc	1069157
bah	1443646
tap	24545
kkoyy	1436794
bep	1533232
jnpr	1043604
ptbry	1504122
sna	91440
re	1095073
hood	1783879
pcty	1591698
glpi	1575965
slvyy	930826
kof	910631
qgen	1015820
cube	1298675
lumn	18926
exas	1124140
lsi	944314
bsy	1031308
glob	1557860
rexr	1571283
acm	868857
rrx	82811
bch	1161125
snx	1177394
mtn	812011
grfs	1438569
clvt	1764046
aos	91142
ccj	1009001
vst	1692819
rng	1384905
htz	1657853
fnd	1507079
zion	109380
rpm	110621
xray	818479
aal	6201
sci	89089
htht	1483994
alle	1579241
ebr	1439124
cnxc	1803599
tpl	1811074
wfg	1402388
bsac	1027552
zim	1654126
h	1468174
afrm	1820953
lad	1023128
tpr	1116132
skm	1015650
bz	1842827
nly	1043219
olpx	1868726
hubb	48898
brkr	1109354
tdoc	1477449
eqt	33213
aqn	1174169
dlo	1846832
dox	1062579
see	1012100
s	1583708
znga	1439404
jpxgy	1600520
au	1067428
mmp	1126975
aiz	1267238
rgen	730272
cday	1725057
gfl	1780232
ggb	1073404
gl	320335
lii	1069202
glpey	1385535
mhk	851968
ivz	914208
pstg	1474432
wes	1423902
agco	880266
remyy	1552653
cflt	1699838
dscsy	1671750
oc	1370946
aeg	769218
tfii	1588823
jazz	1232524
nwl	814453
dks	1089063
midd	769520
ndvly	800928
nvei	1765159
tost	1650164
upst	1647639
thc	70318
eslt	1027664
nrg	1013871
pnr	77360
arcc	1287750
armk	1584509
azpn	929940
x	1163302
docs	1516513
chk	895126
y	775368
iac	1800227
dseey	1481045
bki	1627014
knx	1492691
five	1177609
bwa	908255
frt	34903
cib	1071371
aseky	1450206
cien	936395
bili	1723690
trex	1069878
erie	922621
cms-pb	201533
pbct	1378946
wal	1212545
prymy	1437672
dqjcy	1446597
axon	1069183
rgld	85535
cabo	1632127
jbl	898293
ttc	737758
cfr	39263
syna	817720
wynn	1174922
ttek	831641
nbix	914475
wf	1264136
rdy	1135951
arw	7536
xpo	1166003
cbsh	22356
bj	1531152
uelmo	100826
rl	1037038
uso	1327068
lea	842162
ogn	1821825
vno	899689
kss	885639
masi	937556
teva	818686
krc	1025996
mdiby	1379481
hun	1307954
alsmy	1062066
chdn	20212
wms	1604028
manh	1056696
gxo	1852244
nlsn	1492633
st	1477294
agl	1831097
mksi	1049502
wsc	1647088
bhc	885590
accyy	1049183
dbx	1467623
pnw	764622
airc	1820877
cchgy	1558633
tx	1342874
fslr	1274494
uthr	1082554
cpri	1530721
iot	1642896
lscc	855658
synh	1610950
levi	94845
nvcr	1645113
mat	63276
seic	350894
dxc	1688568
oln	74303
nclh	1513761
bfam	1437578
g	1398659
m	794367
pso	938323
usfd	1665918
site	1650729
pton	1639825
pag	1019849
jef	96223
bery	1378992
bhvn	1689813
ar	1433270
csan	1430162
bsmx	1698287
pcor	1611052
nvst	1757073
flex	866374
slv	1330568
stor	1538990
pfgc	1618673
ori	74260
egp	49600
wh	1722684
hcp	1720671
hii	1501585
wwd	108312
edr	1766363
pen	1321732
dava	1656081
leco	59527
lw	1679273
rh	1528849
chh	1046311
mp	1801368
miufy	1447113
fr	921825
atr	896622
an	350698
amc	1411579
nxst	1142417
dkng	1772757
oge	1021635
hllgy	1674534
acc	1283630
cae	1173382
estc	1707753
paa	1070423
wex	1309108
byd	906553
cx	1076378
penn	921738
deck	910521
oled	1005284
nov	1021860
onon	1858985
avlr	1348036
nyt	71691
uwmc	1783398
nnn	751364
pltk	1828016
che	19584
uaa	1336917
gwre	1528396
bepc	1791863
faf	1472787
txg	1770787
kbr	1357615
cacc	885550
bmrry	1671235
bld	1633931
saia	1177702
brx	1581068
ugi	884614
hnp	929058
isday	1224306
pnfp	1115055
dlb	1308547
osk	775158
iivi	820318
bak	1071438
dnb	1799208
gil	1061894
asan	1477720
coty	1024305
snv	18349
tme	1744676
voya	1535929
phi	78150
stwd	1465128
sf	720672
plnt	1637207
wu	1365135
tndm	1438133
cold	1455863
gtlb	1653482
stag	1479094
smg	825542
fcnca	798941
kgc	701818
sofi	1818874
rcm	1472595
oukpy	1436786
casy	726958
adooy	1489079
gmed	1237831
rga	898174
gds	1526125
pac	1347557
bokf	875357
rrc	315852
qs	1811414
ehc	785161
caci	16058
plan	1540755
ohi	888491
bc	14930
sid	1049659
srpt	873303
gntx	355811
itt	216228
rnr	913144
agnc	1423689
gdrx	1809519
tixt	1825155
ayi	1144215
swch	1710583
alv	1034670
nep	1603145
hta	1360604
yndx	1513845
chng	1756497
alk	766421
asnd	1612042
ntco	1776967
pdce	77877
wcc	929008
vac	1524358
twks	1866550
gme	1326380
fybr	20520
bpop	763901
lite	1633978
hli	1302215
rba	1046102
eeft	1029199
pb	1068851
dcp	1338065
aemmy	1437776
fivn	1288847
ffin	36029
exel	939767
mndy	1845338
cohr	21510
dci	29644
kt	892450
mtz	15615
lysdy	1444327
run	1469367
pii	931015
adt	1703056
timb	1826168
nfe	1749723
insp	1609550
azta	933974
pega	1013857
dsgx	1050140
tpx	1206264
bncdy	1667075
ymm	1838413
cr	25445
lpx	60519
reyn	1786431
crcby	1553915
eme	105634
fsk	1422183
tol	794170
lfus	889331
cccs	1818201
ipgp	1111928
fsv	1637810
hgv	1674168
swav	1642545
cfx	1420800
mtdr	1520006
lstr	853816
smar	1366561
colm	1050797
gtls	892553
gpk	1408075
coup	1385867
skx	1065837
nfg	70145
slfpy	1370418
cybr	1598110
jhg	1274173
unm	5513
slab	1038074
hog	793952
nvax	1000694
clh	822818
sbs	1170858
asr	1123452
ryn	52827
legn	1801198
chpt	1777393
achc	1520697
nvt	1720635
asgn	890564
ssb	764038
mgp	1656936
sgms	750004
mur	717423
cuz	25232
shc	1822479
tnet	937098
bkgfy	1447137
jsgry	1442656
docn	1582961
rpd	1560327
amg	1004434
mq	1522540
medp	1668397
gbci	868671
aval	1504764
omf	1584207
lpl	1290109
cw	26324
paas	771992
cade	1299939
ozk	1569650
orcc	1655888
cigi	913353
tv	912892
dei	1364250
gps	39911
son	91767
roll	1324948
txrh	1289460
pvh	78239
dooo	1748797
cdk	1609702
ksryy	1668501
ppc	802481
src	1308606
gh	1576280
wb	1595761
irt	1466085
amkr	1047127
unvr	1494319
powi	833640
tenb	1660280
ingr	1046257
vlpny	1378984
esi	1590714
axta	1616862
stn	1131383
vly	714310
ida	1057877
pacw	1102112
iart	917520
aur	1828108
vvv	1674910
aqua	1604643
shlx	1610466
nsa	1618563
ufpi	912767
slg	1040971
swn	7332
hhc	1498828
ambp	1845097
osh	1564406
exp	918646
dds	28917
wtfc	1015328
trq	1158041
amed	896262
tmx	1428875
iaa	1745041
msa	66570
algm	866291
yeti	1670592
slm	1032033
trno	1476150
hbi	1359841
ash	1674862
ntnx	1618732
bmbl	1830043
fcn	887936
flo	1128928
bxmt	1061630
mndt	1370880
ccmp	1102934
ubsfy	1446702
irdm	1418819
mime	1644675
man	871763
mdu	67716
auy	1264089
is	1837430
evo	1412558
wk	1445305
icui	883984
pri	1475922
woof	1826470
wbs	801337
phys	1477049
infa	1868778
srcl	861878
ncr	70866
thg	944695
mrvi	1823239
nati	935494
tsem	928876
expo	851520
sigi	230557
atus	1702780
ssd	920371
igt	1619762
bipc	1788348
halo	1159036
ccoey	1551467
seas	1564902
crsp	1674416
tdc	816761
nycb	910073
prgo	1585364
dtm	1842022
ntla	1652130
futu	1754581
rog	84748
chffy	1601994
knsl	1669162
hele	916789
anat	1801075
cig	1157557
saic	1571123
vmi	102729
ftch	1740915
vg	1272830
amn	1142750
carg	1494259
open	1801169
qlys	1107843
grp-un	1564538
frsh	1544522
pycr	1839439
lazr	1758057
tnl	1361658
we	1813756
rhp	1040829
chx	1723089
glbe	1835963
novt	1076930
slgn	849869
sfbs	1430723
vrt	1674101
tgna	39899
wts	795403
atkr	1666138
matx	3453
rli	84246
musa	1573516
itci	1567514
wix	1576789
altr	1701732
sitm	1451809
bwxt	1486957
ions	874015
hri	1364479
mituy	1446420
cmc	22444
spr	1364885
nrz	1556593
umbf	101382
apg	1796209
ubsi	729986
mstr	1050446
leg	58492
shi	908732
arwr	879407
ensg	1125376
mcw	1853513
bxsl	1736035
am	1623925
wen	30697
tkr	98362
por	784977
esgr	1363829
pags	1712807
drvn	1804745
zd	1084048
sgry	1638833
civi	1509589
iipr	1677576
mbt	1115837
opch	1014739
mxchy	1435969
four	1794669
krg	1286043
cc	1627223
chgg	1364954
eva	1592057
hqy	1428336
sam	949870
hwc	750577
al	1487712
avnt	1122976
hxl	717605
btg	1429937
rare	1515673
sm	893538
mrtx	1576263
owl	1823945
spsc	1092699
crus	772406
lhcg	1303313
crox	1334036
tho	730263
gtes	1718512
adc	917251
hiw	921082
mms	1032220
sndr	1692063
srad	1836470
bkh	1130464
swx	1692115
adrzy	1436467
hrb	12659
tfsl	1381668
coke	317540
vsco	1856437
axs	1214816
seb	88121
cwk	1628369
cere	1805387
stvn	1849853
he	354707
qdel	353569
esnt	1448893
jblu	1158463
ab	825313
evr	1360901
exls	1297989
mtg	876437
mxl	1288469
apls	1492422
ssrm	921638
ely	837465
r	85961
ogs	1587732
tcn	1584425
msm	1003078
bcpc	9326
hgty	1840776
pinc	1577916
smtc	88941
abg	1144980
pk	1617406
wwe	1091907
ora	1296445
trtn	1660734
fls	30625
gatx	40211
cwst	911177
vrns	1361113
wd	1497770
foxf	1424929
dna	1830214
psb	866368
becn	1124941
pgny	1551306
lxp	910108
alit	1809104
sig	832988
umpq	1077771
hp	46765
vips	1529192
curlf	1756770
ocdx	1828443
hypmy	1486749
awi	7431
zws	1439288
enlc	1592000
azek	1782754
frpt	1611647
avt	8858
ncno	1902733
nari	1531048
onto	704532
ago	1273813
sim	887153
cef	1726122
post	1530950
lanc	57515
celh	1341766
tmbby	1531740
bl	1666134
ayx	1689923
cnmd	816956
mgy	1698990
taipy	1716957
appn	1441683
atc	1762459
msp	1724570
livn	1639691
beam	1745999
cwen	1567683
njr	356309
glpg	1421876
newr	1448056
kex	56047
jwn	72333
aple	1418121
hpp	1482512
sg	1477815
sail	1627857
alks	1520262
msgs	1636519
wns	1356570
jamf	1721947
jxn	1822993
be	1664703
mtsi	1493594
env	1337619
ebc	1810546
out	1579877
lspd	1823306
alsn	1411207
fnb	37808
cpg	1545851
flr	1124198
abcm	1492074
azihy	1533475
hayw	1834622
irtc	1388658
rdn	890926
sqsp	1496963
box	1372612
vnt	1786842
bhf	1685040
cri	1060822
si	1312109
sky	90896
furcf	1559444
vne	1733186
dnp	806628
cbt	16040
meoh	886977
diod	29002
dv	1819928
bcucy	1581285
dnli	1714899
gt	42582
indb	776901
safm	812128
hr	899749
peco	1476204
ucbi	857855
virt	1592386
isbc	1594012
spt	1517375
psth	1811882
pnm	1108426
nea	1195737
apps	317788
cnx	1070412
dbrg	1679688
egfey	1437178
tmhc	1562476
ait	109563
bb	1070235
fele	38725
ay	1601072
amrc	1488139
gtbif	1795139
krnt	1625791
cns	1284812
rklb	1819994
cbu	723188
aciw	935036
lthm	1742924
fizz	69891
ifs	1615903
psn	275880
sji	91928
appf	1433195
epr	1045450
cnm	1856525
hasi	1561894
viav	912093
pch	1338749
acad	1070494
rezi	1740332
task	1829864
fn	1408710
ttec	1013880
hlf	1180262
bku	1504008
lope	1434588
atco	1794846
lesl	1821806
homb	1331520
pslv	1494728
sum	1621563
ryan	1849253
neog	711377
expi	1495932
nsp	1000753
nsit	932696
ken	1611005
jbgs	1689796
klic	56978
mlco	1381640
spb	109177
hl	719413
nomd	1651717
lnth	1521036
fhb	36377
den	945764
doc	1574540
oaofy	1058255
pegry	1455633
ael	1039828
six	701374
bzzuy	1437774
asai	1834048
bpmc	1597264
vsat	797721
pzza	901491
rvlv	1746618
mrcy	1049521
flow	1641991
dufry	1546354
zlab	1704292
wing	1636222
mmsi	856982
mant	892537
caty	861842
tcnnf	1754195
gpi	1031203
frhc	924805
cwan	1866368
fsr	1720990
jbt	1433660
coop	933136
ag	1308648
lfst	1845257
roiv	1635088
kfy	56679
eye	1710155
cvac	1809122
act	1823529
ful	39368
adnt	1670541
spwr	867773
brze	1676238
ntra	1604821
amba	1280263
mth	833079
athm	1527636
cvt	1827075
asb	7789
jobs	1295484
ppbi	1028918
val	314808
prft	1085869
laz	1311370
crc	1609253
sfm	1575515
nkla	1731289
cpe	928022
omi	75252
xrx	1770450
nmrk	1690680
knbe	1664998
sr	1126956
ale	66756
irdey	1530256
neu	1282637
smpl	1702744
pwsc	1835681
kmpr	860748
sabr	1597033
qtwo	1410384
arvn	1655759
lgf-a	929351
trup	1371285
ihs	1876183
fate	1434316
trip	1526520
unf	717954
bnl	1424182
hcm	1648257
boh	46195
bldp	1453015
rnw	1848763
aeis	927003
sun	1552275
sstk	1549346
wbt	1650962
sitc	894315
sem	1320414
mli	89439
krtx	1771917
sxt	310142
etrn	1747009
eqc	803649
vicr	751978
vet	1293135
fix	1035983
webr	1857951
ibtx	1564618
lac	1440972
wsfs	828944
fti	1681459
vrnt	1166388
joby	1819848
staa	718937
hi	1417398
tkc	1071321
shoo	913241
kbh	795266
abcb	351569
alrm	1459200
safe	1688852
ati	1018963
vir	1706431
sono	1314727
rlx	1828365
cert	1827090
fcfs	840489
pcrx	1396814
agi	1178819
form	1039399
wll	1255474
esmt	1863105
bco	78890
fhi	1056288
pfsi	1745916
fl	850209
kw	1408100
nni	1258602
sfnc	90498
pten	889900
aso	1817358
unit	1620280
trn	99780
cpa	1345105
rmbs	917273
blkb	1280058
kwr	81362
erf	1126874
golf	1672013
wtm	776867
nvg	1090116
cixx	1829948
sbra	1492298
nad	1083839
mc	1596967
aeo	919012
nwe	73088
fun	811532
nvmi	1109345
cvbf	354647
bcc	1328581
trox	1530804
awr	1056903
mac	912242
psec	1287032
ens	1289308
peb	1474098
joe	745308
ava	104918
hmy	1023514
wrby	1504776
tcbi	1077428
ajrd	40888
otly	1843586
dorm	868780
ofc	860546
cytk	1061983
sfrgy	1571549
brp	1781755
hain	910406
ads	1101215
vsbc	1697884
figs	1846576
abm	771497
ibp	1580905
cnr	883902
cxm	1569345
dy	67215
ggal	1114700
cwt	1035201
regi	1463258
lcii	763744
dq	1477641
ccoi	1158324
duol	1562088
swtx	1773427
mdc	773141
wor	108516
angi	1705110
jjsf	785956
inmd	1742692
cno	1224608
eprt	1728951
evtc	1559865
pdco	891024
focs	1651052
sgfy	1828182
atrc	1323885
aatp	1713210
crvl	874866
jw-a	107140
whd	1699136
lgih	1580670
vc	1111335
aub	883948
oas	1486159
stne	1745431
cgau	1854640
ghc	104889
sblk	1386716
go	1771515
gef	43920
hlne	1433642
rusha	1012019
bynd	1655210
yy	1530238
cvlt	1169561
aaon	824142
mcy	64996
calx	1406666
boot	1610250
hrmy	1802665
ax	1299709
albky	902102
main	1396440
cim	1409493
wern	793074
exg	1379438
inst	1841804
twnk	1644406
onb	707179
lz	1286139
kos	1509991
vsh	103730
hae	313143
mog-a	67887
rrr	1653653
cbrl	1067294
bros	1866581
bmi	9092
fwrd	912728
hubg	940942
dbc	1328237
bcrx	882796
cgc	1737927
cort	1088856
kd	1867072
fult	700564
gshd	1726978
ain	819793
btu	1064728
rig	1451505
aca	1739445
algt	1362468
pbh	1295947
navi	1593538
iijiy	1090633
pd	1568100
ee	1888447
mgee	1161728
cour	1651562
nuva	1142596
tex	97216
ihrt	1400891
nova	1772695
evh	1628908
ameh	1083446
etwo	1800347
ugp	1094972
rlay	1812364
dct	1160951
fbp	1057706
flyw	1580560
insm	1104506
upwk	1627475
mara	1507605
fold	1178879
omab	1378239
tac	1144800
mdrx	1124804
iboc	315709
esba	1553079
arnc	1790982
tsp	1823593
colb	887343
msge	1795250
nhi	877860
ccu	888746
uilcy	1449580
sanm	897723
hmhc	1580156
ipar	822663
brfs	1122491
itgr	1114483
mlkn	66382
banf	760498
ionq	1824920
eaf	931148
abr	1253986
urbn	912615
bpxxy	1567024
axnx	1603756
csq	1275214
cvco	278166
lth	1869198
nxe	1698535
shak	1620533
fa	1210677
usm	821130
ng	1173420
skin	1818093
aimc	1374535
bvn	1013131
wire	850460
dan	26780
olli	1639300
prva	1759655
vrrm	1682745
gkos	1192448
ptct	1070081
jteky	1446661
bdc	913142
ktb	1760965
ramp	733269
mnso	1815846
lbrt	1694028
comp	1563190
crct	1828962
